"Establishment number","Name of the operator","Location Address","Mailing Address","Function Codes","Telephone Number","Geocodio Latitude","Geocodio Longitude","Geocodio Accuracy Score","Geocodio Accuracy Type","Geocodio Address Line 1","Geocodio Address Line 2","Geocodio Address Line 3","Geocodio House Number","Geocodio Street","Geocodio Unit Type","Geocodio Unit Number","Geocodio City","Geocodio State","Geocodio County","Geocodio Postal Code","Geocodio Country","Geocodio Source"
638,"CENTENNIAL FOODSERVICE","12759 VULCAN WAY UNIT 108  RICHMOND BC V6V 3C8","   "," 3fx 6fx 11DL","(604) 273-5261 (604) 270-6310/F",49.196173,-123.080105,1,rooftop,"12759 Vulcan Way","Unit 108","Richmond, BC V6V",12759,"Vulcan Way",Unit,108,Richmond,BC,,V6V,CA,"Countrywide (Adapted from Statistics Canada, National Address Register, 2024-05-11. This does not constitute an endorsement by Statistics Canada of this product.)"
640,"MAPLE LEAF FOODS INC./LES ALIMENTS MAPLE LEAF INC.Also Doing Business As Name:   MAPLE LEAF FOODS/LES ALIMENTS MAPLE LEAF; MAPLE LEAF CONSUMER FOODS/LES ALIMENTS DE CONSOMATION MAPLE LEAF; MAPLE LEAF FOOD SERVICE/SERVICE ALIMENTAIRE MAPLE LEAF; MAPLE LEAF PORK/PORC MAPLE LEAF; MAPLE LEAF POULTRY/VOLAILLE MAPLE LEAF; SCHNEIDER FOODS/LES ALIMENTS SCHNEIDER; J.M. SCHNEIDER; MITCHELL'S GOURMET FOODS; HUB MEAT PACKERS; LARSEN PACKERS; COLD SPRINGS FARMS : MAPLE LEAF POTATOES : HUB MEATS/LES VIANDES HUB : CAPPOLA FOOD : THAMES VALLEY PROCESSORSMAPLE LEAF FOODS","97 WALKER DRIVE   BRAMPTON ON L6T 4Z3","30 ST. CLAIR AVENUE WEST; SUITE 1500   TORONTO ON M4V 3A2"," 6fx 11AD","(905) 791-9277 (905) 791-3927/F",43.727515,-79.679899,1,rooftop,"97 Walker Dr",,"Brampton, ON L6T",97,"Walker Dr",,,Brampton,ON,,L6T,CA,"Countrywide (Adapted from Statistics Canada, National Address Register, 2024-05-11. This does not constitute an endorsement by Statistics Canada of this product.)"
641,"BURNBRAE FARMS LIMITED","260 CENTRAL AVE WEST   BROCKVILLE ON K6V 5V7","3356 COUNTY RD. 27   LYN ON K0E 1M0"," 6x","(613) 342-3960 (613) 342-8083/F",44.593512,-75.706256,1,rooftop,"260 Central Ave W",,"Brockville, ON K6V",260,"Central Ave W",,,Brockville,ON,,K6V,CA,"Leeds Grenville"
642,"92573195 QUEBEC INC.Also Doing Business As Name:   92573195 QUEBEC INC. SCS SHERRINGTON COLD STORAGE  9164-5689 QU�BEC INC.","4; RUE DOMAINE S�DILLOT   SAINT-PATRICE-DE-SHERRINGTON QC J0L 2N0","555 THEOPHILE SAINT-LAURENT   NICOLET QC J3T 1B4"," 3x 11ADFQVGSI","(450) 615-8999 (450) 615-8222/F",45.160798,-73.526343,1,rooftop,"4 Rue Du Domaine-Sédillot",,"Sherrington, QC J0L",4,"Rue Du Domaine-Sédillot",,,Sherrington,QC,,J0L,CA,"Province (Le ministère des Ressources naturelles et des Forêts CC BY 4.0)"
643,"REDONDO IGLESIAS INC.Also Doing Business As Name:   REDONDO IGLESIAS INC.","5800; RUE MAURICE-CULLEN   LAVAL QC H7C 2V1","   "," 6x 11AD","(450) 664-3990 (450) 661-9046/F",45.627717,-73.649193,1,rooftop,"5800 Rue Maurice-Cullen",,"Laval, QC H7C",5800,"Rue Maurice-Cullen",,,Laval,QC,,H7C,CA,"Province (Le ministère des Ressources naturelles et des Forêts CC BY 4.0)"
644,"HEIDELBERG FOODS LTD.Also Doing Business As Name:   HEIDELBERG MEATS & DELI; MARTIN'S COUNTRY STORE","1035 RIETZEL PLACE   ST JACOBS ON N0B 2N0","   "," 6fx 11D","(519) 664-3512 (519) 664-3620/F",43.525878,-80.58566,0.83,nearest_rooftop_match,"1100 Reitzel Pl",,"Waterloo, ON N0B",1100,"Reitzel Pl",,,Waterloo,ON,,N0B,CA,"Countrywide (Adapted from Statistics Canada, National Address Register, 2024-05-11. This does not constitute an endorsement by Statistics Canada of this product.)"
645,"MAPLE LEAF FOODS INC./LES ALIMENTS MAPLE LEAF INC.Also Doing Business As Name:   BIG FOUR CHICKS; CAPPOLA FOOD; CLEARVIEW TURKEY FARMS; COLD SPRINGS FARM; DEVOUR MEATS; FLEETWOOD SAUSAGE; GREENFIELD; GREENFIELD NATURAL MEATS; HORIZON POULTRY; HUB MEAT PACKERS; HUB MEATS; J.M. SCHEIDER; LARSEN PACKERS; LES ALIMENTS DE CONSOMMATION MAPLE LEAF; LES ALIMETNS MAPLE LEAF; LES ALIMENTS SCHEIDER; LES VIANDES DEVOUR; LES VIANDES HUB; MAPLE LEAF AGRI-FARMS; MAPLE LEAF CONSUMER FOODS; MAPLE LEAF FOOD SERVICE; MAPLE LEAF FOODS; MAPLE LEAF FOODSERVICE; MAPLE LEAF FOODSERVICE; MAPLE LEAF FRESH FOODS; MAPLE LEAF MEATS; MAPLE LEAF PORK; MAPLE LEAF POULTRY; MAPLE LEAF PREPARED MEATS; MINA; MINA FOODS; MITCHELL'S GOURMET FOODS; MOTHER JACKSON'S OPEN KITCHENS; PASTA EXCELLENTE FOODS; PORC MAPLE LEAF; PRIM POULTRY; SCHNEIDER FOODS; SERVICE ALIMENTAIRE MAPLE LEAF; SHOPSY'S; THAMES VALLEY PROCESSORS; VIANDES NATURELLES GREENFIELD; VOLAILLE MAPLE LEAF","643 SPEEDVALE AVE WEST   GUELPH ON N1K 1E6","6985 FINANCIAL DRIVE   MISSISSAUGA ON L5N 0A1"," 6fx 11AD","(519) 827-1303 (519) 827-0326/F",43.53518,-80.302608,1,rooftop,"643 Speedvale Ave W",,"Guelph, ON N1K",643,"Speedvale Ave W",,,Guelph,ON,,N1K,CA,"Countrywide (Adapted from Statistics Canada, National Address Register, 2024-05-11. This does not constitute an endorsement by Statistics Canada of this product.)"
646,"TAMSCO FOOD SYSTEMS INC.","50 COPERNICUS BLVD.   BRANTFORD ON N3R 6P5","   "," 3fx 6fx 11D","(519) 751-1818 (519) 512-2601/F",43.179853,-80.242351,0.99,range_interpolation,"50 Copernicus Blvd",,"Brantford, ON N3P",50,"Copernicus Blvd",,,Brantford,ON,,N3P,CA,"Address Ranges"
647,"Mennonite Central Committee Canada","1044 Arthur Street North   Elmira ON N3B 2Z1","134 Plaza Drive   Winnipeg MB R3T 5K9"," 2f",519-999-8855,43.618441,-80.558704,1,rooftop,"1044 Arthur St N",,"Elmira, ON N3B",1044,"Arthur St N",,,Elmira,ON,,N3B,CA,Waterloo
648,"LANDMARK POULTRY INC.","7171 TORBRAM ROAD; UNIT C29-C31   MISSISSAUGA ON L4T 3W4","   "," 3f 6f 11D","(905) 671-8188 (905) 671-8185/F",43.697882,-79.657359,1,rooftop,"7171 Torbram Rd","Unit C29","Mississauga, ON L4T",7171,"Torbram Rd",Unit,C29,Mississauga,ON,,L4T,CA,"Countrywide (Adapted from Statistics Canada, National Address Register, 2024-05-11. This does not constitute an endorsement by Statistics Canada of this product.)"
649,"THE GREAT CANADIAN MEAT COMPANY INC.","1390 HOPKINS ST.; UNITS 5-8   WHITBY ON L1N 2C3","   "," 6fx 11D","(905) 666-9395 (905) 666-0224/F",43.871991,-78.91818,1,rooftop,"1390 Hopkins St",5-8,"Whitby, ON L1N",1390,"Hopkins St",,5-8,Whitby,ON,,L1N,CA,"Oshawa (Open Government Licence – The Corporation of the City of Oshawa Contains information licensed under the Open Government Licence – The Corporation of the City of Oshawa)"
650,"SPRINGER'S MEATS INC.","544 PARKDALE AVENUE NORTH   HAMILTON ON L8H 5Y7","   "," 3x 6fx 11DA","(905) 544-0782 (905) 547-3107/F",43.251326,-79.785624,1,rooftop,"544 Parkdale Ave N",,"Hamilton, ON L8H",544,"Parkdale Ave N",,,Hamilton,ON,,L8H,CA,"Countrywide (Adapted from Statistics Canada, National Address Register, 2024-05-11. This does not constitute an endorsement by Statistics Canada of this product.)"
652,"ROSSDOWN NATURAL FOODS LTD.Also Doing Business As Name:   BRADNER ORGANIC FARMS; THOMAS REID FARMS","2325 BRADNER RD.   ABBOTSFORD BC V4X 1E2","   ","1fi 3f 6f 11DG","(604) 856-6698 (604) 856-4909/F",49.04461,-122.426874,1,rooftop,"2325 Bradner Rd",,"Abbotsford, BC V4X",2325,"Bradner Rd",,,Abbotsford,BC,,V4X,CA,"City of Abbotsford (City of Abbotsford Contains information licenced under the Open Government Licence – City of Abbotsford.)"
653,"FIVE CORNERS MEAT COMPANY LTD.","8235 BRANNICK PLACE   CHILLIWACK BC V2R 0E9","8235 BRANNICK PLACE   CHILLIWACK BC V2R 0E9"," 3x 6x 11DSMAC","(604) 701-3047/T (   )    -",49.150906,-121.958962,0.85,nearest_rooftop_match,"8188 Brannick Pl",,"Chilliwack, BC V2R",8188,"Brannick Pl",,,Chilliwack,BC,,V2R,CA,"City of Chilliwack"
654,"TP POULTRY INC.","239 TORYORK DRIVE   TORONTO ON M9L 1Y2","   "," 3f 6f 9B/US 11D","(416) 656-9666 (416) 656-9188/F",43.761255,-79.562008,0.89,nearest_rooftop_match,"227 Toryork Dr",,"North York, ON M9L",227,"Toryork Dr",,,"North York",ON,,M9L,CA,"Countrywide (Adapted from Statistics Canada, National Address Register, 2024-05-11. This does not constitute an endorsement by Statistics Canada of this product.)"
655,"BURTON MEATS INC.","6850 REXWOOD ROAD   MISSISSAUGA ON L4V 1L8","   "," 3fx 6fx","(905) 672-9911 (905) 672-0615/F",43.713961,-79.625837,1,rooftop,"6850 Rexwood Rd",,"Mississauga, ON L4V",6850,"Rexwood Rd",,,Mississauga,ON,,L4V,CA,"Countrywide (Adapted from Statistics Canada, National Address Register, 2024-05-11. This does not constitute an endorsement by Statistics Canada of this product.)"
656,"2328782 ONTARIO INCORPORATEDAlso Doing Business As Name:   APPLE MEADOWS PREMIUM BEEF","HWY 89 CONC 4 PT LOTS 9 & 10 RP16R9855 PART 1 SOUTHGATE TOWNSHIP MOUNT FOREST ON N0G 2L0","   ","1abcdhi 3x 11ADLVS","(519) 337-4284 (   )    -",44.267349,-81.544101,0.78,nearest_rooftop_match,"93 King St",10,"Port Elgin, ON N0G",93,"King St",,10,"Port Elgin",ON,,N0G,CA,"Bruce (BGDISC Open Data Licence Contains information licensed under the BGDISC Open Data Licence.)"
657,"CANADIAN PREMIUM MEATS INC.","3401 - 53RD AVE.   LACOMBE AB T4L 2L6","   ","1ahi 3x 6x 11ADHLMRSVC","(403) 782-9366 (403) 782-7163/F (403) 782-7991/I",52.467303,-113.69937,1,range_interpolation,"3401 53rd Ave",,"Lacombe, AB T4L",3401,"53rd Ave",,,Lacombe,AB,,T4L,CA,"Address Ranges"
658,"CAMI INTERNATIONAL POULTRY INCORPORATED*","620 RUSHOLME ROAD   WELLAND ON L3B 5N7","   ","1fi 3f 11DV","(905) 732-9111 (905) 732-9112/F",42.970309,-79.213939,1,rooftop,"620 Rusholme Rd",,"Welland, ON L3B",620,"Rusholme Rd",,,Welland,ON,,L3B,CA,"City of Niagara Falls (Open Government License 2.0 (Niagara Region) Contains information licensed under the Open Government Licence - Niagara Region)"
659,"NORTHERN NATURAL PROCESSING L.P.Also Doing Business As Name:   QU'APPELLE BEEF","NE SEC 04 TWP 19A RGE 08 W2  RM OF MCLOAD NO. 185 NEUDORF SK S0G 5H0","PO BOX 580   WOLSELEY SK S0G 5H0","1a 3x 6x 11DC","(306) 748-1201",50.71367,-103.011335,0.49,place,,,"Neudorf, SK S0A",,,,,Neudorf,SK,,S0A,CA,"CanVec+ by Natural Resources Canada"
660,"LES VIANDES CONCORD/CONCORD PREMIUM MEATS LTD.Also Doing Business As Name:   MARCANGELO; LES ALIMENTS SKOULAKIS; SKOULAKIS; COMPAGNIE ANGUS VALLEE NOIRE/BLACK VALLEY ANGUS COMPANY; DELI PARC CENTRAL/CENTRAL PARK DELI; BOUCHERIE-CHARCUTERIE ST-EUSTACHE; COMPAGNIE ANGUS RIVIERES NOIRES/BLACK RIVER ANGUS COMPANY/CONNIE'S KITCHEN","160; RUE WILLIAMS   ST-EUSTACHE QC J7R 0A4","125 EDILCAN DRIVE   CONCORD ON L4K 3S6"," 3fx 6fx 11AD","(905) 738-7979 (905) 738-5833/F",45.560675,-73.921197,1,rooftop,"160 Rue Williams",,"Saint-Eustache, QC J7R",160,"Rue Williams",,,Saint-Eustache,QC,,J7R,CA,"Province (Le ministère des Ressources naturelles et des Forêts CC BY 4.0)"
662,"MS3 FOOD INC./MS3 ALIMENTATION INC.Also Doing Business As Name:   Marche Select","700; RUE GAUDETTE   ST-JEAN-SUR-RICHELIEU QC J3B 1L7","700; RUE GAUDETTE   SAINT-JEAN SUR RICHELIEU QC J3B 1L7"," 6fx","(450) 529-0120/T (450) 529-0121/F",45.318421,-73.288257,1,rooftop,"700 Rue Gaudette",,"Saint-Jean-Sur-Richelieu, QC J3B",700,"Rue Gaudette",,,Saint-Jean-Sur-Richelieu,QC,,J3B,CA,"Province (Le ministère des Ressources naturelles et des Forêts CC BY 4.0)"
663,"FGO ORGANIC PROCESSING LTD.","194338 19TH LINE   INGERSOLL ON N5C 3J6","P.O. BOX 389   ZURICH ON N0M 2T0","1acd 3x 6x 11DA","(519) 425-8799 (519) 425-0791/F",43.043453,-80.917763,1,rooftop,"194338 19 Line",,"Ingersoll, ON N5C",194338,"19 Line",,,Ingersoll,ON,,N5C,CA,"Countrywide (Adapted from Statistics Canada, National Address Register, 2024-05-11. This does not constitute an endorsement by Statistics Canada of this product.)"
664,"SYSCO FINE MEATS VANCOUVER; INC. A DIVISION OF SYSCO CANADA; INC.Also Doing Business As Name:   TRIMPAC SYSCO INC.","620 MALKIN AVENUE   VANCOUVER BC V6A 2K2","21 FOUR SEASONS PLACE; 400   TORONTO ON M9B 6J8"," 3fx 6fx 11D","(604) 688-2508 (604) 688-6036/F",49.274996,-123.091224,0.94,nearest_rooftop_match,"618 Malkin Ave",,"Vancouver, BC V6A",618,"Malkin Ave",,,Vancouver,BC,,V6A,CA,"Countrywide (Adapted from Statistics Canada, National Address Register, 2024-05-11. This does not constitute an endorsement by Statistics Canada of this product.)"
665,"ZADI FOODS LIMITEDAlso Doing Business As Name:   CASA ITALIA","65 DEERHURST DRIVE   BRAMPTON ON L6T 5R7","   "," 6fx 9B 11AD","(905) 799-6666 (905) 799-6660/F",43.743099,-79.66491,1,rooftop,"65 Deerhurst Dr",,"Brampton, ON L6T",65,"Deerhurst Dr",,,Brampton,ON,,L6T,CA,"City of Brampton (City of Brampton CC-BY 4.0)"
666,"FRESHSTONE BRANDS INC.Also Doing Business As Name:   PASTA KITCHEN : FRESH SELECTIONS : HMR FOODS","350 CREDITSTONE ROAD   VAUGHAN ON L4K 3Z2","181 BAY STREET; SUITE 4400   TORONTO ON M5J 2T3"," 6fx","(905) 760-0000 (905) 760-1895/F",43.797905,-79.519642,1,rooftop,"350 Creditstone Rd",,"Concord, ON L4K",350,"Creditstone Rd",,,Concord,ON,,L4K,CA,"City of Markham (York Region Open Data Licence Contains public sector information made available under The Regional Municipality of York's Open Data Licence)"
668,"GLOBAL GOURMET FOODS INC.","11611 BRIDGEPORT ROAD   RICHMOND BC V6X 1T5","   "," 6fx 11A","(604) 278-8688 (604) 276-8829/F",49.192137,-123.094955,1,rooftop,"11611 Bridgeport Rd",,"Richmond, BC V6X",11611,"Bridgeport Rd",,,Richmond,BC,,V6X,CA,"Countrywide (Adapted from Statistics Canada, National Address Register, 2024-05-11. This does not constitute an endorsement by Statistics Canada of this product.)"
669,"COUNTRY MEAT PACKING LTD.","1188 HWY 8   DUNDAS ON L9H 5E1","R.R. #1   DUNDAS ON L9H 5E1"," 6fx","(519) 621-6829 (519) 622-5306/F",43.321217,-80.191757,0.94,nearest_rooftop_match,"1190 Hwy 8",,"Sheffield, ON L9H",1190,"Hwy 8",,,Sheffield,ON,,L9H,CA,"Countrywide (Adapted from Statistics Canada, National Address Register, 2024-05-11. This does not constitute an endorsement by Statistics Canada of this product.)"
671,"SYSCO CANADA INC.Also Doing Business As Name:   GRANDE VALLEE","3300; BOUL. INDUSTRIEL   LAVAL QC H7L 4R9","   "," 3fx 11D","(450) 490-6776 (   )    - (   )    -",45.592098,-73.74496,1,rooftop,"3300 Boul Industriel",,"Laval, QC H7L",3300,"Boul Industriel",,,Laval,QC,,H7L,CA,"Province (Le ministère des Ressources naturelles et des Forêts CC BY 4.0)"
672,"CENTENNIAL GENERAL PARTNER INC.","5116 - 67TH AVE   EDMONTON AB T6B 3N9","   "," 3fx 6fx 11D","(780) 465-9991 (780) 465-5113/F",53.503234,-113.421282,1,rooftop,"5116 67th Ave NW",,"Edmonton, AB T6B",5116,"67th Ave NW",,,Edmonton,AB,,T6B,CA,"City of Edmonton (City of Edmonton Open Government License - City of Edmonton 1.0)"
673,"MADE-RITE MEAT PRODUCTS LP","26656 - 56TH AVE.   LANGLEY BC V4W 3X5","   "," 3fx 6fx 11DC","(604) 607-8844 (604) 607-8845/F",49.103102,-122.485741,1,rooftop,"26656 56th Ave",,"Langley, BC V4W",26656,"56th Ave",,,Langley,BC,,V4W,CA,"Langley (Township of Langley Open Government License – Township of Langley 2.0)"
674,"SERVICES ALIMENTAIRES LE CHATEL INC.Also Doing Business As Name:   LE CHATEL INC. : LES ALIMENTS LE CHATEL :LES METS LE CHATEL : LES METS TRADITIONNELS : SERVICES ALIMENTAIRES LE CHATEL","2995; RUE JOSEPH-A. BOMBARDIER   LAVAL QC H7P 6C4","SAME   "," 6fx 11D","(450) 688-0822 (450) 688-0322/F",45.564271,-73.78635,1,rooftop,"2995 Rue Joseph-A -bombardier",,"Laval, QC H7P",2995,"Rue Joseph-A -bombardier",,,Laval,QC,,H7P,CA,"Province (Le ministère des Ressources naturelles et des Forêts CC BY 4.0)"
675,"PROTENERGY NATURAL FOODS CORP.","125 EAST BEAVER CREEK ROAD   RICHMOND HILL ON L4B 4R3","   "," 6fx 11D","(905) 707-6223 (905) 707-7223/F",43.851374,-79.378205,1,rooftop,"125 E Beaver Creek Rd",,"Richmond Hill, ON L4B",125,"E Beaver Creek Rd",,,"Richmond Hill",ON,,L4B,CA,"Countrywide (Adapted from Statistics Canada, National Address Register, 2024-05-11. This does not constitute an endorsement by Statistics Canada of this product.)"
677,"TRI R FOODS INTERNATIONAL INC.Also Doing Business As Name:   TRI R FOODS INTERNATIONAL","5246 TIMBERLEA BLVD.   MISSISSAUGA ON L4W 2S5","   "," 3fx 5Y 6fx 11ADVF 12Y",,43.62807,-79.641143,1,rooftop,"5246 Timberlea Blvd",,"Mississauga, ON L4W",5246,"Timberlea Blvd",,,Mississauga,ON,,L4W,CA,"Countrywide (Adapted from Statistics Canada, National Address Register, 2024-05-11. This does not constitute an endorsement by Statistics Canada of this product.)"
678,"SIERRA CUSTOM FOODS INC.","275 WALKER DRIVE   BRAMPTON ON L6T 3W5","   "," 3fx 6fx 9BC/US 11ADFGR 12Y","(905) 595-2260 (905) 595-2264/F",43.737896,-79.693484,1,rooftop,"275 Walker Dr",,"Brampton, ON L6T",275,"Walker Dr",,,Brampton,ON,,L6T,CA,"Countrywide (Adapted from Statistics Canada, National Address Register, 2024-05-11. This does not constitute an endorsement by Statistics Canada of this product.)"
679,"2119002 ONTARIO LTD.Also Doing Business As Name:   ERIE MEAT PRODUCTS LTD.: GOLDEN MAPLE MEAT PRODUCTS: HARVEST CREEK","3091 WHARTON WAY   MISSISSAUGA ON L4X 1M7","3240 WHARTON WAY   MISSISSAUGA ON L4X 2C1"," 3fx 6fx 11ADGV","(905) 624-3811 (905) 625-8815/F (905) 624-6230/I",43.621207,-79.575805,1,rooftop,"3091 Wharton Way",,"Mississauga, ON L4X",3091,"Wharton Way",,,Mississauga,ON,,L4X,CA,"Peel Region"
681,"BELWOOD POULTRY LIMITEDAlso Doing Business As Name:   BELWOOD COUNTRY PREMIUM","4272 CONCESSION 4 ROAD   AMHERSTBURG ON N9V 2Y9","4272 CONCESSION 4 ROAD RR#4  AMHERSTBURG ON N9V 2Y9","1f 3f 6f 11AD","(519) 736-2236 (519) 736-0531/F",42.127027,-83.053958,1,range_interpolation,"4272 Concession 4 N",,"Amherstburg, ON N9V",4272,"Concession 4 N",,,Amherstburg,ON,,N9V,CA,"Address Ranges"
683,"NOSSACK GOURMET FOODS LTD.","5804 - 37TH STREET   INNISFAIL AB T4G 1S8","BOX 6179   INNISFAIL AB T4G 1S8"," 6fx 11AD","(403) 227-2121 (403) 227-1131/F",52.018352,-113.971639,0.91,nearest_rooftop_match,"5803 37th St",,"Innisfail, AB T4G",5803,"37th St",,,Innisfail,AB,,T4G,CA,"Province (Contains information licensed under the Open Government Licence – Alberta Municipal Data Sharing Partnership (AMDSP))"
685,"INTERCITY PACKERS LTD.Also Doing Business As Name:   Albion Farms and Fisheries","13506-159 STREET NW   EDMONTON AB T5V 0C6","   "," 3fx 6fx","(780) 477-7254 (780) 447-7319/F",53.597607,-113.597523,1,place,,,"Edmonton, AB T5V",,,,,Edmonton,AB,,T5V,CA,"CanVec+ by Natural Resources Canada"
686,"LES ALIMENTS �-METS-CHINOIS INC.*","115; RUE DES GRANDS-LACS   ST. AUGUSTIN DE DESMAURES QC G3A 2T9","   "," 6fx 9B 11D","(418) 878-4608 (418) 878-3889/F",46.751933,-71.452152,1,rooftop,"115 Rue Des Grands-Lacs",,"Saint-Augustin-De-Desmaures, QC G3A",115,"Rue Des Grands-Lacs",,,Saint-Augustin-De-Desmaures,QC,,G3A,CA,"Province (Le ministère des Ressources naturelles et des Forêts CC BY 4.0)"
687,"TROIKA FOODS (2000) LTD.","#8-14; 41 BROADWAY BLVD.   SHERWOOD PARK AB T8H 2C1","#14; 41 BROADWAY BLVD.   SHERWOOD PARK AB T8H 2C1"," 6fx","(780) 467-1121 (780) 416-0095/F",53.546328,-113.315874,0.6,street_center,"Broadway Cres",41,"Sherwood Park, AB T8H",,"Broadway Cres",,41,"Sherwood Park",AB,,T8H,CA,"CanVec+ by Natural Resources Canada"
688,"SPOLETINI/PALUMBO INC.Also Doing Business As Name:   SPOLUMBO'S FINE FOODS","1308-9TH AVE. S.E.   CALGARY AB T2G 0T3","   "," 3fx 6fx 11D","(403) 264-6452 (403) 515-8497/F",51.041178,-114.033793,1,rooftop,"1308 9th Ave SE",,"Calgary, AB T2G",1308,"9th Ave SE",,,Calgary,AB,,T2G,CA,"Countrywide (Adapted from Statistics Canada, National Address Register, 2024-05-11. This does not constitute an endorsement by Statistics Canada of this product.)"
689,"EAT-IN FOODS INC.","7389 KIMBEL STREET; UNIT #7  MISSISSAUGA ON L4T 3M6","   "," 6fx 11D","(905) 362-0557 (905) 362-0557/F",43.702273,-79.662386,0.88,nearest_rooftop_match,"7405 Kimbel St","Unit 7","Mississauga, ON L4T",7405,"Kimbel St",Unit,7,Mississauga,ON,,L4T,CA,"Countrywide (Adapted from Statistics Canada, National Address Register, 2024-05-11. This does not constitute an endorsement by Statistics Canada of this product.)"
690,"NANA'S KITCHEN & HOT SAUCES LTD.Also Doing Business As Name:   NANA'S KITCHEN","8125-130TH STREET UNIT 11; 12; 13; 14  SURREY BC V3W 7X4","   "," 6fx 11D","(604) 572-6202 (604) 572-6275/F",49.150477,-122.862372,1,rooftop,"8125 130th St","Unit 11","Surrey, BC V3W",8125,"130th St",Unit,11,Surrey,BC,,V3W,CA,"Countrywide (Adapted from Statistics Canada, National Address Register, 2024-05-11. This does not constitute an endorsement by Statistics Canada of this product.)"
691,"GLOBAL EGG CORPORATIONAlso Doing Business As Name:   EGGSOLUTIONS","283 HORNER AVE.   TORONTO ON M8Z 4Y4","   "," 6x 11D","(416) 231-2309 (416) 231-8991/F",43.606288,-79.52379,0.91,nearest_rooftop_match,"287 Horner Ave",,"Etobicoke, ON M8Z",287,"Horner Ave",,,Etobicoke,ON,,M8Z,CA,"Countrywide (Adapted from Statistics Canada, National Address Register, 2024-05-11. This does not constitute an endorsement by Statistics Canada of this product.)"
692,"METRO RICHELIEU INC.","370; RUE M�TIVIER   QU�BEC QC G1M 2V3","   "," 7Y 11D","(418) 687-2210 (418) 687-1985/I (418) 687-3995/F",46.825292,-71.27768,1,rooftop,"370 Rue Métivier",,"Quebec, QC G1M",370,"Rue Métivier",,,Quebec,QC,,G1M,CA,"Province (Le ministère des Ressources naturelles et des Forêts CC BY 4.0)"
693,"1737457 ONTARIO INC.Also Doing Business As Name:   ETNICO FOODS; ITALINA; ITAL TRIPPA","5359 TIMBERLEA BLVD # 42-45   MISSISSAUGA ON L4W 4N5","   "," 6fgx 11D","(905) 602-6970 (905) 602-6971/F",43.631389,-79.64444,1,rooftop,"5359 Timberlea Blvd","# 42-45","Mississauga, ON L4W",5359,"Timberlea Blvd",#,42-45,Mississauga,ON,,L4W,CA,"Countrywide (Adapted from Statistics Canada, National Address Register, 2024-05-11. This does not constitute an endorsement by Statistics Canada of this product.)"
695,"PASTA QUISTINI INC.","1700 ORMONT DRIVE   TORONTO ON M9L 2V4","   "," 6fx 11D","(416) 742-3222 (416) 744-6777/F",43.764141,-79.554259,1,rooftop,"1700 Ormont Dr",,"North York, ON M9L",1700,"Ormont Dr",,,"North York",ON,,M9L,CA,"Countrywide (Adapted from Statistics Canada, National Address Register, 2024-05-11. This does not constitute an endorsement by Statistics Canada of this product.)"
